DSC ID,ZoomInfo ID,SP_COMPANY_ID,Client Name,S&P Ticker,GP ID,URL,Titanium,GWS Enterprise Sector Mapping
226,28147935,4167942,"Novavax, Inc.",NASDAQGS:NVAX,GP144529,http://www.novavax.com/,Not Titanium,Life Sciences
227,347570288,4810386,Novocure Ltd,NASDAQGS:NVCR,GP108802,http://www.novocure.com/,Not Titanium,Life Sciences
228,1303989199,4161830,Ono Pharmaceutical,TSE:4528,GP117638,http://www.ono-pharma.com/,Not Titanium,Life Sciences
229,88592391,4810958,Dr Reddy's Laboratories,BSE:500124,GP102049,http://www.drreddys.com/,Not Titanium,Life Sciences
230,367623611,4811109,"Intellia Therapeutics",NASDAQGM:NTLA,GP144399,http://www.intelliatx.com/,Not Titanium,Life Sciences
231,37962377,4324550,Teva Pharmaceutical Industries Ltd,NYSE:TEVA,GP101045,http://www.tevapharm.com/,Not Titanium,Life Sciences
232,8159646,4812354,Cipla Ltd,NSEI:CIPLA,GP105021,https://www.cipla.com/,Not Titanium,Life Sciences
233,40551429,4394665,Bausch Health Companies Inc,NYSE:BHC,GP117705,http://www.bauschhealth.com/,Not Titanium,Life Sciences
234,363668661,5283285,Zai Lab Ltd,NASDAQGM:ZLAB,GP144842,https://www.zailaboratory.com/,Not Titanium,Life Sciences
235,29147486,28943809,Organon & Co,NYSE:OGN,GP136078,https://www.organon.com/,Not Titanium,Life Sciences
236,371060452,4811760,Ascendis Pharma A/S,NASDAQGS:ASND,GP112129,http://ascendispharma.com/,Not Titanium,Life Sciences
237,27328730,4112883,"Neurocrine Biosciences, Inc.",NASDAQGS:NBIX,GP144513,http://www.neurocrine.com/,Not Titanium,Life Sciences
239,32361957,4811691,Hualan Biological Engineering,SZSE:002007,GP144334,http://hualanbio.com/,Not Titanium,Life Sciences
240,64276671,4812460,Jazz Pharmaceuticals Plc,NASDAQGS:JAZZ,GP102837,http://www.jazzpharma.com/,Not Titanium,Life Sciences
241,346753282,4170791,Swedish Orphan Biovitrum AB,OM:SOBI,GP125597,https://www.sobi.com/,Not Titanium,Life Sciences
242,346746148,5013033,"Gland Pharma",NSEI:GLAND,GP117891,http://www.glandpharma.com/,Not Titanium,Life Sciences
243,18957892,4811926,Evotec,XTRA:EVT,GP144227,http://www.evotec.com/,Not Titanium,Life Sciences
244,27953183,4811865,Genscript Corporation,SEHK:1548,GP120766,https://www.genscript.com/,Not Titanium,Life Sciences
245,348777344,4401941,Sarepta Therapeutics Inc,NASDAQGS:SRPT,GP118559,http://www.sarepta.com/,Not Titanium,Life Sciences
246,388031927,6959543,Bridgebio Inc,NASDAQGS:BBIO,GP121161,https://bridgebio.com/,Not Titanium,Life Sciences
247,359720831,4972921,CRISPR Therapeutics AG,NASDAQGM:CRSP,GP134101,http://www.crisprtx.com/,Not Titanium,Life Sciences
248,565251220,4810897,Zydus Lifesciences Limited,NSEI:ZYDUSLIFE,,https://www.zyduslife.com/,Not Titanium,Life Sciences
249,354039914,6481256,Certara,NASDAQGS:CERT,GP144173,http://www.certara.com/,Not Titanium,Life Sciences
250,1145749966,4811331,"Torrent Pharmaceuticals",BSE:500420,GP136010,http://www.torrentpharma.com/,Not Titanium,Life Sciences
251,452887811,10653429,Beam Therapeutics Inc,NASDAQGS:BEAM,GP122094,https://beamtx.com/,Not Titanium,Life Sciences
252,38127477,4237919,KOBAYASHI Pharmaceutical,TSE:4967,GP144458,https://www.kobayashi.co.jp/,Not Titanium,Life Sciences
253,30163108,4812345,Perrigo Company Plc,NYSE:PRGO,GP105720,https://www.perrigo.com/,Not Titanium,Life Sciences
254,353036013,4813190,Orion Oyj,HLSE:ORNBV,GP117872,https://www.orion.fi/,Not Titanium,Life Sciences
255,465741843,13324157,"Cerevel Therapeutics Holdings, Inc.",NASDAQCM:CERE,GP144172,https://www.cerevel.com/,Not Titanium,Life Sciences
256,346577891,4811043,Fate Therapeutics Inc,NASDAQGM:FATE,GP135847,https://fatetherapeutics.com/,Not Titanium,Life Sciences
257,13615188,4170804,Exelixis,NASDAQGS:EXEL,GP144231,https://www.exelixis.com/,Not Titanium,Life Sciences
258,4263131,4812474,"Alkem Laboratories",NSEI:ALKEM,GP144004,https://alkemlabs.com/,Not Titanium,Life Sciences
259,266727,4004092,Abbott Laboratories,NYSE:ABT,GP100542,https://www.abbott.com/,Titanium,Life Sciences
260,23265689,4812577,Lupin Ltd,BSE:500257,GP115127,https://www.lupin.com/,Not Titanium,Life Sciences
261,372479357,4810709,"Tilray, Inc.",NASDAQGS:TLRY,GP144742,http://www.tilray.com/,Not Titanium,Life Sciences
262,23265403,4265366,Lundbeck,CPSE:HLUN A,GP117713,http://www.lundbeck.com/,Not Titanium,Life Sciences
263,99631389,4251820,Santen Pharmaceutical Co Ltd,TSE:4536,GP117880,https://www.santen.com/,Not Titanium,Life Sciences
264,4735609,4810932,Biocon Ltd,NSEI:BIOCON,GP110134,http://www.biocon.com/,Not Titanium,Life Sciences
265,425361414,4047416,Sumitomo Corporation,TSE:8053,GP101713,https://www.sumitomocorp.com/,Titanium,Industrial & Logistics
266,27754813,4251860,Nippon Shinyaku Co. Ltd.,TSE:4516,GP144515,https://www.nippon-shinyaku.co.jp/,Not Titanium,Life Sciences
267,346421990,4811778,Gedeon Richter Plc.,BUSE:RICHTER,GP117881,https://www.gedeonrichter.com/,Not Titanium,Life Sciences
268,43370129,4810757,"Neogenomics, Inc.",NASDAQCM:NEO,GP144501,http://www.neogenomics.com/,Not Titanium,Life Sciences
269,106250776,114521,Toyota Motor,TSE:7203,GP101069,http://global.toyota/,Titanium,Industrial & Logistics
270,6242879,6582136,CATL,SZSE:300750,GP144168,http://www.catl.com/,Not Titanium,Industrial & Logistics
271,52103957,4076524,Volkswagen Group,XTRA:VOW3,GP101138,http://www.volkswagenag.com/,Titanium,Industrial & Logistics
272,12703482,4054152,Bed Bath & Beyond Inc,NASDAQGS:BBBY,GP104407,http://www.bedbathandbeyond.com/,Titanium,Retail & Multi-Site
273,5128546,4004086,The Boeing Company,NYSE:BA,GP100147,http://www.boeing.com/,Titanium,Tech/Media/Telecom
274,563537361,4048555,Daimler AG,XTRA:MBG,GP100676,https://group.mercedes-benz.com/,Titanium,Industrial & Logistics
275,934312,4431893,Airbus Defence and Space,ENXTPA:AIR,GP100036,https://www.airbus.com/,Titanium,Tech/Media/Telecom
276,196821345,105135,3M Company,NYSE:MMM,GP100002,http://www.3m.com/,Titanium,Industrial & Logistics
277,98664698,4365617,Saudi Basic Industries Corp (SABIC),SASE:2010,GP100913,http://www.sabic.com/,Not Titanium,Industrial & Logistics
278,16220332,4272273,General Motors Company,NYSE:GM,GP100443,http://www.gm.com/,Titanium,Industrial & Logistics
279,43897815,113873,Ford Motor Company,NYSE:F,GP100412,http://www.ford.com/,Titanium,Industrial & Logistics
280,563475068,4186849,Atlas Copco AB,OM:ATCO A,GP107412,https://www.atlascopco.com/,Not Titanium,Industrial & Logistics
281,476649515,4337471,Midea Group Co LTD,SZSE:000333,GP135062,http://www.midea-group.com/,Titanium,Industrial & Logistics
282,26248523,4992234,Illinois Tool Works Inc,NYSE:ITW,GP107513,https://www.itw.com/,Titanium,Industrial & Logistics
283,108413435,4317378,Shin-Etsu Chemical,TSE:4063,GP144684,https://www.shinetsu.co.jp/en/,Not Titanium,Industrial & Logistics
284,5080247,4014079,Ball,NYSE:BALL,GP100958,http://www.ball.com/,Titanium,Industrial & Logistics
285,6412782,4014726,Air Products and Chemicals Inc,NYSE:APD,GP107130,https://www.airproducts.com/,Titanium,Industrial & Logistics
286,1154513558,5038424,Mindray Medical International Ltd,SZSE:300760,GP114869,https://www.mindray.com/,Not Titanium,Industrial & Logistics
287,4128842,4165052,Bayerische Motoren Werke Ag (BMW),XTRA:BMW,GP100138,http://www.bmwgroup.com/,Titanium,Industrial & Logistics
288,5670215,4251740,BASF,XTRA:BAS,GP100109,https://www.basf.com/,Titanium,Industrial & Logistics
289,50925246,4912002,Ferrari,NYSE:RACE,GP144273,http://www.ferrari.com/,Not Titanium,Industrial & Logistics
290,528063720,4429054,Stellantis NV,BIT:STLA,GP135061,https://www.stellantis.com/,Not Titanium,Industrial & Logistics
291,566128663,4071583,Volvo Group,OM:VOLV B,GP101139,http://zgh.com/,Titanium,Industrial & Logistics
292,10962359,4915629,Denso Corporation,TSE:6902,GP102166,https://www.denso.com/,Titanium,Industrial & Logistics
293,46322077,4136907,Emerson Electric Company,NYSE:EMR,GP105690,https://www.emerson.com/,Titanium,Industrial & Logistics
294,425707378,6622286,Nongfu Spring,SEHK:9633,,https://en.nongfuspring.com/,Not Titanium,Industrial & Logistics
295,9571076,4045729,Honda Motor Company Ltd,TSE:7267,GP101859,https://global.honda/,Titanium,Industrial & Logistics
296,34963667,4986176,Sika Group,SWX:SIKA,GP133024,https://hkg.sika.com/,Not Titanium,Industrial & Logistics
297,345761131,4915639,Monster Beverage,NASDAQGS:MNST,GP141838,http://www.monsterbevcorp.com/,Not Titanium,Industrial & Logistics
298,357374755,4985933,Wanhua Chemical,SHSE:600309,GP144836,https://www.whchem.com/,Not Titanium,Industrial & Logistics
299,66749865,4104222,LG Electronics,KOSE:A066570,GP103855,http://www.lgcorp.com/,Titanium,Industrial & Logistics
300,10814149,114526,Deere & Company (John Deere),NYSE:DE,GP100576,https://www.deere.com/,Titanium,Industrial & Logistics
301,55727016,19836520,Hitachi Data Systems,,GP100496,http://www.hitachi.com/,Titanium,Industrial & Logistics
302,18071933,4121346,Honeywell International Inc,NASDAQGS:HON,GP100509,https://www.honeywell.com/,Titanium,Industrial & Logistics
303,403253324,7725659,Icahn Automotive Group LLC,,GP101303,http://www.ielp.com/,Titanium,Industrial & Logistics
304,22315545,4014818,Lear Corporation,NYSE:LEA,GP100606,https://www.lear.com/,Titanium,Industrial & Logistics
305,82626453,4095448,Rockwell Automation Inc,NYSE:ROK,GP100900,https://www.rockwellautomation.com/,Titanium,Industrial & Logistics
306,770999,4309089,Agco Corporation,NYSE:AGCO,GP100032,https://www.agcocorp.com/,Titanium,Industrial & Logistics
307,9438760,114523,Caterpillar Inc,NYSE:CAT,GP100187,http://www.caterpillar.com/,Titanium,Industrial & Logistics
308,52447678,5234450,Johnson Controls International Plc,NYSE:JCI,GP100568,http://www.johnsoncontrols.com/,Titanium,Industrial & Logistics
309,15712435,114527,General Electric Company,NYSE:GE,GP100432,http://www.ge.com/,Titanium,Industrial & Logistics
310,130286530,4020834,Jardine Matheson Holdings,SGX:J36,GP102149,https://www.jardines.com/,Titanium,Industrial & Logistics
311,230752507,4121970,Saint-Gobain SA,ENXTPA:SGO,GP101380,https://www.saint-gobain.com/,Titanium,Industrial & Logistics
312,31164078,4133699,Magna International,TSX:MG,GP100642,http://www.magna.com/,Titanium,Industrial & Logistics
313,345053724,4233298,Continental AG,XTRA:CON,GP100260,https://www.continental.com/,Titanium,Industrial & Logistics
314,180568685,4103008,Mitsubishi Heavy Industries,TSE:7011,GP100702,http://www.mhi.com/,Titanium,Industrial & Logistics
315,99288,4074335,ABB Ltd,SWX:ABBN,GP100004,https://global.abb/,Titanium,Industrial & Logistics
316,27525214,4066321,Newell Brands Inc,NASDAQGS:NWL,GP100741,http://www.newellbrands.com/,Titanium,Industrial & Logistics
317,10190854,4074303,Cummins Inc,NYSE:CMI,GP100286,http://www.cummins.com/,Titanium,Industrial & Logistics
318,3558499,4251532,Aisin Seiki Co Ltd,TSE:7259,GP113845,http://www.aisin.com/,Titanium,Industrial & Logistics
319,94568709,4071228,Tenneco Inc,,GP118448,http://www.tenneco.com/,Titanium,Industrial & Logistics
320,,4994265,Westinghouse Air Brake,NYSE:WAB,GP101141,https://www.wabteccorp.com/,Titanium,Industrial & Logistics
321,18452495,4073448,Builders FirstSource Inc,NYSE:BLDR,GP100854,http://www.bldr.com/,Titanium,Industrial & Logistics
322,273711290,4516963,Sumitomo Electric Industries Ltd,TSE:5802,GP112656,http://www.sumitomoelectric.com/,Titanium,Industrial & Logistics
323,10503143,3009591,Dana Inc,NYSE:DAN,GP113192,https://www.dana.com/,Titanium,Industrial & Logistics
324,370344023,4554407,Hyundai Mobis,KOSE:A012330,GP102369,https://www.mobis.co.kr/,Titanium,Industrial & Logistics
325,28268742,4910640,BorgWarner Inc,NYSE:BWA,GP129968,http://www.borgwarner.com/,Titanium,Industrial & Logistics
326,23954077,6331137,Masco Corporation,NYSE:MAS,GP113858,https://masco.com/,Titanium,Industrial & Logistics
327,1396027,4068060,Dover Corporation,NYSE:DOV,GP110563,https://www.dovercorporation.com/,Titanium,Industrial & Logistics
328,108725542,4397057,Fortune Brands Home & Security Inc,NYSE:FBIN,GP107528,http://www.fbhs.com/,Titanium,Industrial & Logistics
329,370344334,6572438,Yangquan Coal Industry Group,,GP135204,http://www.ymjt.com.cn/,Titanium,Industrial & Logistics
330,29212983,4399014,Oshkosh Corporation,NYSE:OSK,GP108832,https://www.oshkoshcorp.com/,Titanium,Industrial & Logistics
331,4180093,4114240,American Axle & Manufacturing Inc,NYSE:AXL,GP135043,http://www.aam.com/,Titanium,Industrial & Logistics
332,7276719,4576086,Autoliv Inc,NYSE:ALV,GP111359,https://www.autoliv.com/,Titanium,Industrial & Logistics
333,22401650,4004412,Parker Hannifin Corporation,NYSE:PH,GP100240,http://www.parker.com/,Titanium,Industrial & Logistics
334,565805003,4007682,Navistar International Corporation,,GP126297,http://www.navistar.com/,Titanium,Industrial & Logistics
335,51315878,4001586,Paccar Inc,NASDAQGS:PCAR,GP127083,http://www.paccar.com/,Titanium,Industrial & Logistics
336,27181208,4104060,Netflix Inc,NASDAQGS:NFLX,GP101318,https://www.netflix.com/,Titanium,Tech/Media/Telecom
337,372146982,4994832,NOS,ENXTLS:NOS,GP144526,http://www.nos.pt/,Not Titanium,Tech/Media/Telecom
338,412002344,4097175,The Walt Disney Company,NYSE:DIS,GP100312,https://thewaltdisneycompany.com/,Titanium,Travel & Hospitality
339,426429628,5994925,Garena,NYSE:SE,GP141687,https://www.sea.com/,Not Titanium,Tech/Media/Telecom
340,167707316,4277730,Naspers Ltd,JSE:NPN,GP111493,http://www.naspers.com/,Not Titanium,Tech/Media/Telecom
341,149340380,5123418,Roblox,NYSE:RBLX,GP144648,https://www.roblox.com/,Not Titanium,Tech/Media/Telecom
342,119243747,4094064,Thomson Reuters,TSX:TRI,GP101051,https://www.thomsonreuters.com/,Not Titanium,Tech/Media/Telecom
343,43337165,4236691,Oriental Land,TSE:4661,GP126873,http://www.keisei.co.jp/,Not Titanium,Tech/Media/Telecom
344,37767935,4988603,Evolution Gaming,OM:EVO,GP144225,http://www.evolution.com/,Not Titanium,Tech/Media/Telecom
345,240255322,4107929,Las Vegas Sands Corporation,NYSE:LVS,GP106249,http://www.sands.com/,Titanium,Travel & Hospitality
346,368818075,4988646,Flutter Entertainment,LSE:FLTR,GP144276,http://www.flutter.com/,Not Titanium,Tech/Media/Telecom
347,44714369,4121693,Live Nation Entertainment,NYSE:LYV,GP108738,http://www.livenationentertainment.com/,Titanium,Travel & Hospitality
348,356481150,4854564,Peloton Interactive Inc,NASDAQGS:PTON,GP115848,http://www.onepeloton.com/,Not Titanium,Tech/Media/Telecom
349,41403069,4121664,"Warner Music Group",NASDAQGS:WMG,GP106036,http://www.accessindustries.com/,Not Titanium,Tech/Media/Telecom
350,8622524,4988665,Aristocrat Leisure Ltd,ASX:ALL,GP106213,http://www.aristocrat.com/,Not Titanium,Tech/Media/Telecom
351,183911042,4094582,MGM Resorts International,NYSE:MGM,GP102262,https://www.mgmresorts.com/en.html,Titanium,Travel & Hospitality
352,19419306,4512023,Caesars Entertainment Corp,NASDAQGS:CZR,GP101442,https://www.caesars.com/,Titanium,Travel & Hospitality
353,169705639,4965854,Take-Two Interactive Software Inc,NASDAQGS:TTWO,GP111502,http://www.take2games.com/,Not Titanium,Tech/Media/Telecom
354,4819959,4171292,"AMC Entertainment Holdings, Inc.",NYSE:AMC,GP144010,https://www.amctheatres.com/,Not Titanium,Tech/Media/Telecom
355,348016779,19659800,DraftKings Inc,NASDAQGS:DKNG,GP117774,https://www.draftkings.com/,Not Titanium,Tech/Media/Telecom
356,27574340,4382367,News Corporation,NASDAQGS:NWSA,GP102066,http://www.newscorp.com/,Titanium,Retail & Multi-Site
357,19579170,19880854,IAC/InterActiveCorp,NASDAQGS:IAC,GP144336,http://www.iac.com/,Not Titanium,Tech/Media/Telecom
358,564024152,4216584,Warner Bros Discovery inc,NASDAQGS:WBD,GP144114,https://corporate.discovery.com/,Titanium,Tech/Media/Telecom
359,346496980,4212047,Schibsted,OB:SCHA,GP105146,http://www.schibsted.com/,Not Titanium,Tech/Media/Telecom
360,113426453,4107971,Wynn Resorts Limited,NASDAQGS:WYNN,GP129594,https://www.wynnresorts.com/,Titanium,Travel & Hospitality
361,425392066,7189372,La Francaise Des Jeux SA ,ENXTPA:FDJ,GP136691,https://www.fdj.fr/,Not Titanium,Tech/Media/Telecom
362,54232147,4108134,Penn National Gaming Inc,NASDAQGS:PENN,GP120316,http://www.pngaming.com/,Not Titanium,Tech/Media/Telecom
363,346770334,6874874,Playtika,NASDAQGS:PLTK,GP144638,http://www.playtika.com/,Not Titanium,Tech/Media/Telecom
364,430324771,5233197,Netmarble Corporation,KOSE:A251270,GP144512,http://www.netmarble.com/,Not Titanium,Tech/Media/Telecom
365,70959769,4097432,The New York Times Company,NYSE:NYT,GP124252,https://www.nytimes.com/,Not Titanium,Tech/Media/Telecom
366,352317718,4239337,Zynga Inc,,GP108747,http://www.zynga.com/,Not Titanium,Tech/Media/Telecom
367,34144421,4161278,Scientific Games (Light & Wonder),NASDAQGS:LNW,GP106940,http://www.scientificgames.com/,Not Titanium,Tech/Media/Telecom
368,285802634,4966680,Ubisoft Entertainment SA,ENXTPA:UBI,GP105795,https://www.ubisoft.com/,Not Titanium,Tech/Media/Telecom
369,346217954,29619517,Sportradar Gr,NASDAQGS:SRAD,GP144708,http://www.sportradar.com/,Not Titanium,Tech/Media/Telecom
370,70882104,4141620,Televisa,BMV:TLEVISA CPO,GP144732,https://www.televisa.com/,Not Titanium,Tech/Media/Telecom
371,408975132,4620262,Melco Resorts & Entertainment,NASDAQGS:MLCO,GP114118,http://www.melco-resorts.com/,Not Titanium,Travel & Hospitality
372,35606450,4243311,SeaWorld Parks & Entertainment,NYSE:SEAS,GP100872,https://seaworldentertainment.com/,Not Titanium,Tech/Media/Telecom
373,356878678,6527771,Skillz Inc.,NYSE:SKLZ,GP144701,http://skillz.com/,Not Titanium,Tech/Media/Telecom
374,140869971,4060183,Ryman Hospitality Properties Inc,NYSE:RHP,GP116008,http://rymanhp.com/,Not Titanium,Tech/Media/Telecom
375,371680922,4995778,FuboTV,NYSE:FUBO,GP108711,http://www.fubo.tv/,Not Titanium,Tech/Media/Telecom
376,42877523,4121687,World Wrestling Entertainment Inc,NYSE:WWE,GP100271,http://corporate.wwe.com/,Not Titanium,Tech/Media/Telecom
377,346520394,4246581,SJM Holdings,SEHK:880,GP144700,http://www.sjmholdings.com/,Not Titanium,Tech/Media/Telecom
378,344532775,4209134,Zee Entertainment Enterprises,NSEI:ZEEL,GP101983,https://www.zee.com/,Not Titanium,Tech/Media/Telecom
379,228328817,4345506,ProSiebenSat1 Media SE,XTRA:PSM,GP113650,http://www.prosiebensat1.com/,Not Titanium,Tech/Media/Telecom
